ciBusinessName(EC),ciFiscalCode(EC),ptBusinessName(PT-EC Int),ptFiscalCode(PT-EC Int)
Comune di Peschiera del Garda,00245430236,APKAPPA S.R.L.,08543640158
Comune di Pescia,00141930479,PagoPA SpA,15376371009
Comune di Pescia,00141930479,Etruria p.a. S.r.l.,05883740481
Comune di Pescia,00141930479,P.A. Digitale spa,06628860964
Comune di Pescia,00141930479,Maggioli SPA,06188330150
Comune di Pescia,00141930479,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Pescina,00215570664,PagoPA SpA,15376371009
Comune di Pescina,00215570664,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Pescina,00215570664,CREDEMTEL SpA,01378570350
Comune di Pescina,00215570664,Optimia Srls,10893490960
Comune di Pescina,00215570664,eRemind srl – PMPAY,11311050964
Comune di Pesco Sannita,80001550625,PagoPA SpA,15376371009
Comune di Pesco Sannita,80001550625,Noviservice srl,02789990922
Comune di Pesco Sannita,80001550625,CREDEMTEL SpA,01378570350
Comune di Pescocostanzo,82000530665,PagoPA SpA,15376371009
Comune di Pescocostanzo,82000530665,CREDEMTEL SpA,01378570350
Comune di Pescolanciano,00067190942,PagoPA SpA,15376371009
Comune di Pescolanciano,00067190942,P.A. Digitale spa,06628860964
Comune di Pescopagano,00222420762,PagoPA SpA,15376371009
Comune di Pescopagano,00222420762,Regione Basilicata,80002950766
Comune di Pescopagano,00222420762,APKAPPA S.R.L.,08543640158
Comune di Pescopennataro,80000070948,PagoPA SpA,15376371009
Comune di Pescopennataro,80000070948,CREDEMTEL SpA,01378570350
Comune di Pescorocchiano,00122710577,PagoPA SpA,15376371009
Comune di Pescorocchiano,00122710577,APKAPPA S.R.L.,08543640158
Comune di Pescosansonesco,81002350684,PagoPA SpA,15376371009
Comune di Pescosansonesco,81002350684,CREDEMTEL SpA,01378570350
Comune di Pescosolido,00199660606,PagoPA SpA,15376371009
Comune di Pescosolido,00199660606,CREDEMTEL SpA,01378570350
Comune di Pescosolido,00199660606,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Pessano Con Bornago,03064000155,PagoPA SpA,15376371009
Comune di Pessano Con Bornago,03064000155,Maggioli SPA,06188330150
Comune di Pessano Con Bornago,03064000155,APKAPPA S.R.L.,08543640158
Comune di Pessina Cremonese,00324120195,PagoPA SpA,15376371009
Comune di Pessina Cremonese,00324120195,Maggioli SPA,06188330150
Comune di Pessina Cremonese,00324120195,CRESET Crediti Servizi e Tecnologie Spa,00868170143
Comune di Pessina Cremonese,00324120195,Regione Lombardia,80050050154
Comune di Pessina Cremonese,00324120195,CREDEMTEL SpA,01378570350
Comune di Pessina Cremonese,00324120195,Sintax s.r.l.,02177970783
Comune di Pessinetto,83001510011,Siscom SPA,01778000040
Comune di Pessinetto,83001510011,PagoPA SpA,15376371009
Comune di Petacciato,82000290708,PagoPA SpA,15376371009
Comune di Petacciato,82000290708,Poste Italiane S.P.A.,97103880585
Comune di Petacciato,82000290708,APKAPPA S.R.L.,08543640158
Comune di Petilia Policastro,00297950792,UNIMATICA-RGI S.p.A.,02098391200
Comune di Petilia Policastro,00297950792,PagoPA SpA,15376371009
Comune di Petilia Policastro,00297950792,Optimia Srls,10893490960
Comune di Petilia Policastro,00297950792,E-Fil S.r.l.,03789750100
Comune di Petina,00500140652,PagoPA SpA,15376371009
Comune di Petina,00500140652,Noviservice srl,02789990922
Comune di Petina,00500140652,CREDEMTEL SpA,01378570350
Comune di Petralia Soprana,03038600825,PagoPA SpA,15376371009
Comune di Petralia Soprana,03038600825,Maggioli SPA,06188330150
Comune di Petralia Soprana,03038600825,APKAPPA S.R.L.,08543640158
Comune di Petralia Sottana,83000710828,PagoPA SpA,15376371009
Comune di Petralia Sottana,83000710828,Maggioli SPA,06188330150
Comune di Petralia Sottana,83000710828,Advanced Systems S.p.A.,03383350638
Comune di Petrella Salto,00097310577,PagoPA SpA,15376371009
Comune di Petrella Salto,00097310577,Maggioli SPA,06188330150
Comune di Petrella Tifernina,80003070705,PagoPA SpA,15376371009
Comune di Petrella Tifernina,80003070705,CREDEMTEL SpA,01378570350
Comune di Petriano,00360540413,PagoPA SpA,15376371009
Comune di Petriano,00360540413,Regione Marche,80008630420
Comune di Petriano,00360540413,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Petriolo,00286490438,PagoPA SpA,15376371009
Comune di Petriolo,00286490438,Regione Marche,80008630420
Comune di Petriolo,00286490438,Maggioli SPA,06188330150
Comune di Petriolo,00286490438,E-Fil S.r.l.,03789750100
Comune di Petritoli,00385810445,PagoPA SpA,15376371009
Comune di Petritoli,00385810445,Regione Marche,80008630420
Comune di Petritoli,00385810445,eRemind srl – PMPAY,11311050964
Comune di Petritoli,00385810445,E-Fil S.r.l.,03789750100
Comune di Petritoli,00385810445,ANDREANI TRIBUTI srl,01412920439
Comune di Petrizzi,00298100793,PagoPA SpA,15376371009
Comune di Petrizzi,00298100793,P.A. Digitale spa,06628860964
Comune di Petrizzi,00298100793,Dedagroup Public Services S.R.L.,01727860221
Comune di Petrona,00308110790,PagoPA SpA,15376371009
Comune di Petrona,00308110790,Noviservice srl,02789990922
Comune di Petrona,00308110790,Maggioli SPA,06188330150
Comune di Petrona,00308110790,CREDEMTEL SpA,01378570350
Comune di Petrosino,82007940818,UNIMATICA-RGI S.p.A.,02098391200
Comune di Petrosino,82007940818,PagoPA SpA,15376371009
Comune di Petrosino,82007940818,Intesa Sanpaolo SPA,00799960158
Comune di Petrosino,82007940818,ASSIST SPA,10596000017
Comune di Petruro Irpino,80010890640,PagoPA SpA,15376371009
Comune di Petruro Irpino,80010890640,Noviservice srl,02789990922
Comune di Petruro Irpino,80010890640,CREDEMTEL SpA,01378570350
Comune di Pettenasco,00430240036,Siscom SPA,01778000040
Comune di Pettenasco,00430240036,Regione Piemonte,80087670016
Comune di Pettenasco,00430240036,PagoPA SpA,15376371009
Comune di Pettinengo,81003150026,Siscom SPA,01778000040
Comune di Pettinengo,81003150026,Poste Italiane S.P.A.,97103880585
Comune di Pettinengo,81003150026,PagoPA SpA,15376371009
Comune di Pettineo,85000240839,PagoPA SpA,15376371009
Comune di Pettineo,85000240839,E-Fil S.r.l.,03789750100
Comune di Pettoranello del Molise,00055450944,PagoPA SpA,15376371009
Comune di Pettoranello del Molise,00055450944,P.A. Digitale spa,06628860964
Comune di Pettorano sul Gizio,83002390660,PagoPA SpA,15376371009
Comune di Pettorano sul Gizio,83002390660,CREDEMTEL SpA,01378570350
Comune di Pettorazza Grimani,81000570291,Etruria p.a. S.r.l.,05883740481
Comune di Pettorazza Grimani,81000570291,PagoPA SpA,15376371009
Comune di Pettorazza Grimani,81000570291,Poste Italiane S.P.A.,97103880585
Comune di Pettorazza Grimani,81000570291,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Pettorazza Grimani,81000570291,Regione del Veneto,80007580279
Comune di Pettorazza Grimani,81000570291,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Peveragno,00259030047,Regione Piemonte,80087670016
Comune di Peveragno,00259030047,PagoPA SpA,15376371009
Comune di Peveragno,00259030047,Maggioli SPA,06188330150
Comune di Peveragno,00259030047,Advanced Systems S.p.A.,03383350638
Comune di Pezzana,80002790022,Siscom SPA,01778000040
Comune di Pezzana,80002790022,PagoPA SpA,15376371009
Comune di Pezzaze,00840000178,UNIMATICA-RGI S.p.A.,02098391200
Comune di Pezzaze,00840000178,PagoPA SpA,15376371009
Comune di Pezzaze,00840000178,Regione Lombardia,80050050154
Comune di Pezzaze,00840000178,APKAPPA S.R.L.,08543640158
Comune di Pezzolo Valle Uzzone,00430240044,Siscom SPA,01778000040
Comune di Pezzolo Valle Uzzone,00430240044,PagoPA SpA,15376371009
Comune di Piacenza,00229080338,PagoPA SpA,15376371009
Comune di Piacenza,00229080338,Lepida Spa,02770891204
Comune di Piacenza,00229080338,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Piacenza,00229080338,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Piacenza,00229080338,Dedagroup Public Services S.R.L.,01727860221
Comune di Piacenza D'Adige,82001950284,PagoPA SpA,15376371009
Comune di Piacenza D'Adige,82001950284,Regione del Veneto,80007580279
Comune di Piacenza D'Adige,82001950284,ITALSET SRL,03890260759
Comune di Piadena Drizzona,01695750198,PagoPA SpA,15376371009
Comune di Piadena Drizzona,01695750198,Maggioli SPA,06188330150
Comune di Piadena Drizzona,01695750198,Regione Lombardia,80050050154
Comune di Piadena Drizzona,01695750198,E-Fil S.r.l.,03789750100
Comune di Piadena Drizzona,01695750198,I.C.A. Imposte Comunali Affini Srl,02478610583
Comune di Piaggine,84001070659,PagoPA SpA,15376371009
Comune di Piaggine,84001070659,Dedagroup Public Services S.R.L.,01727860221
Comune di Pian Camuno,00641410170,PagoPA SpA,15376371009
Comune di Pian Camuno,00641410170,Regione Lombardia,80050050154
Comune di Pian Camuno,00641410170,Novares Spa,12105121003
Comune di Pian Camuno,00641410170,San Marco SPA,04142440728
Comune di Pian Camuno,00641410170,NORDCOM,13384100155
Comune di Piana Crixia,00266290097,Siscom SPA,01778000040
Comune di Piana Crixia,00266290097,PagoPA SpA,15376371009
Comune di Piana Crixia,00266290097,Regione Liguria,00849050109
Comune di Piana Degli Albanesi,00607470820,PagoPA SpA,15376371009
Comune di Piana Degli Albanesi,00607470820,E-Fil S.r.l.,03789750100
Comune di Piana di Monte Verna,82001510617,PagoPA SpA,15376371009
Comune di Piana di Monte Verna,82001510617,Poste Italiane S.P.A.,97103880585
Comune di Piana di Monte Verna,82001510617,Advanced Systems S.p.A.,03383350638
Comune di Piana di Monte Verna,82001510617,CREDEMTEL SpA,01378570350
Comune di Piancastagnaio,81001510528,Regione Toscana,01386030488
Comune di Piancastagnaio,81001510528,PagoPA SpA,15376371009
Comune di Piancastagnaio,81001510528,E-Fil S.r.l.,03789750100
Comune di Piancogno,00948230172,UNIMATICA-RGI S.p.A.,02098391200
Comune di Piancogno,00948230172,PagoPA SpA,15376371009
Comune di Piancogno,00948230172,Regione Lombardia,80050050154
Comune di Piancogno,00948230172,Maggioli SPA,06188330150
Comune di Piandimeleto,00360560411,PagoPA SpA,15376371009
Comune di Piandimeleto,00360560411,E-Fil S.r.l.,03789750100
Comune di Piandimeleto,00360560411,Regione Marche,80008630420
Comune di Piandimeleto,00360560411,ANDREANI TRIBUTI srl,01412920439
Comune di Piane Crati,00374210789,PagoPA SpA,15376371009
Comune di Piane Crati,00374210789,CREDEMTEL SpA,01378570350
Comune di Pianella,00225910686,PagoPA SpA,15376371009
Comune di Pianella,00225910686,Siscom SPA,01778000040
Comune di Pianella,00225910686,Poste Italiane S.P.A.,97103880585
Comune di Pianella,00225910686,Optimia Srls,10893490960
Comune di Pianella,00225910686,ITALSET SRL,03890260759
Comune di Pianello del Lario,00700520133,PagoPA SpA,15376371009
Comune di Pianello del Lario,00700520133,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Comune di Pianello Val Tidone,00229520333,PagoPA SpA,15376371009
Comune di Pianello Val Tidone,00229520333,Lepida Spa,02770891204
Comune di Pianello Val Tidone,00229520333,CREDEMTEL SpA,01378570350
Comune di Pianengo,00314650193,San Marco SPA,04142440728
Comune di Pianengo,00314650193,PagoPA SpA,15376371009
Comune di Pianengo,00314650193,Consorzio I.T. Srl,01321400192
Comune di Pianezza,01299070019,PagoPA SpA,15376371009
Comune di Pianezza,01299070019,Maggioli SPA,06188330150
Comune di Pianezza,01299070019,E-Fil S.r.l.,03789750100
Comune di Pianezza,01299070019,Open Software S.r.l.,02810000279
Comune di Pianezza,01299070019,Abaco Spa,02391510266
Comune di Pianezze,00518190244,PagoPA SpA,15376371009
Comune di Pianezze,00518190244,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Pianezze,00518190244,CREDEMTEL SpA,01378570350
Comune di Pianezze,00518190244,Advanced Systems S.p.A.,03383350638
Comune di Pianezze,00518190244,Regione del Veneto,80007580279
Comune di Pianezze,00518190244,Abaco Spa,02391510266
Comune di Pianfei,00469060040,Siscom SPA,01778000040
Comune di Pianfei,00469060040,PagoPA SpA,15376371009
Comune di Pianfei,00469060040,Maggioli SPA,06188330150
Comune di Pianico,00347890162,PagoPA SpA,15376371009
Comune di Pianico,00347890162,Regione Lombardia,80050050154
Comune di Pianico,00347890162,Dedagroup Public Services S.R.L.,01727860221
Comune di Pianiga,90000660275,PagoPA SpA,15376371009
Comune di Pianiga,90000660275,Maggioli SPA,06188330150
Comune di Pianiga,90000660275,Regione del Veneto,80007580279
Comune di Pianiga,90000660275,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Pianiga,90000660275,Open Software S.r.l.,02810000279
Comune di Pianiga,90000660275,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Piano di Sorrento,00385130638,PagoPA SpA,15376371009
Comune di Piano di Sorrento,00385130638,P.A. Digitale spa,06628860964
Comune di Piano di Sorrento,00385130638,Maggioli SPA,06188330150
Comune di Piano di Sorrento,00385130638,Advanced Systems S.p.A.,03383350638
Comune di Piano di Sorrento,00385130638,eRemind srl – PMPAY,11311050964
Comune di Piano di Sorrento,00385130638,ANDREANI TRIBUTI srl,01412920439
Comune di Pianopoli,00296840796,PagoPA SpA,15376371009
Comune di Pianopoli,00296840796,Maggioli SPA,06188330150
Comune di Pianoro,00586340374,PagoPA SpA,15376371009
Comune di Pianoro,00586340374,Lepida Spa,02770891204
Comune di Pianoro,00586340374,Poste Italiane S.P.A.,97103880585
Comune di Pianoro,00586340374,E-Fil S.r.l.,03789750100
Comune di Pianoro,00586340374,Dipartimento della funzione pubblica della Presidenza del consiglio dei ministri,80243510585
Comune di Piansano,80004570562,PagoPA SpA,15376371009
Comune di Piansano,80004570562,APKAPPA S.R.L.,08543640158
Comune di Piantedo,00090820143,PagoPA SpA,15376371009
Comune di Piantedo,00090820143,Regione Lombardia,80050050154
Comune di Piantedo,00090820143,"Banca Popolare di Sondrio, Società Cooperativa per Azioni",00053810149
Comune di Piario,00640710166,PagoPA SpA,15376371009
Comune di Piario,00640710166,Maggioli SPA,06188330150
Comune di Piario,00640710166,Poste Italiane S.P.A.,97103880585
Comune di Piario,00640710166,Regione Lombardia,80050050154
Comune di Piario,00640710166,CREDEMTEL SpA,01378570350
Comune di Piario,00640710166,E-Fil S.r.l.,03789750100
Comune di Piasco,85000470048,Siscom SPA,01778000040
Comune di Piasco,85000470048,PagoPA SpA,15376371009
Comune di Piasco,85000470048,S.T.E.P. SRL,02104860909
Comune di Piasco,85000470048,Progetti e Soluzioni SPA,06423240727
Comune di Piateda,00108190141,PagoPA SpA,15376371009
Comune di Piateda,00108190141,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Piateda,00108190141,APKAPPA S.R.L.,08543640158
Comune di Piatto,83000970026,Siscom SPA,01778000040
Comune di Piatto,83000970026,PagoPA SpA,15376371009
Comune di Piazza al Serchio,00390480465,PagoPA SpA,15376371009
Comune di Piazza al Serchio,00390480465,APKAPPA S.R.L.,08543640158
Comune di Piazza Armerina,00046540860,UNIMATICA-RGI S.p.A.,02098391200
Comune di Piazza Armerina,00046540860,PagoPA SpA,15376371009
Comune di Piazza Armerina,00046540860,P.A. Digitale spa,06628860964
Comune di Piazza Armerina,00046540860,Poste Italiane S.P.A.,97103880585
Comune di Piazza Armerina,00046540860,CREDEMTEL SpA,01378570350
Comune di Piazza Brembana,85002330166,PagoPA SpA,15376371009
Comune di Piazza Brembana,85002330166,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Piazza Brembana,85002330166,Maggioli SPA,06188330150
Comune di Piazza Brembana,85002330166,APKAPPA S.R.L.,08543640158
Comune di Piazzatorre,00675260160,PagoPA SpA,15376371009
Comune di Piazzatorre,00675260160,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Piazzatorre,00675260160,Maggioli SPA,06188330150
Comune di Piazzatorre,00675260160,APKAPPA S.R.L.,08543640158
Comune di Piazzola Sul Brenta,80009670284,PagoPA SpA,15376371009
Comune di Piazzola Sul Brenta,80009670284,Fintel Engineering S.r.l.,02520050309
Comune di Piazzola Sul Brenta,80009670284,Regione del Veneto,80007580279
Comune di Piazzola Sul Brenta,80009670284,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Piazzola Sul Brenta,80009670284,Open Software S.r.l.,02810000279
Comune di Piazzola Sul Brenta,80009670284,MIT SERVIZI SRL,04225880279
Comune di Piazzola Sul Brenta,80009670284,Dedagroup Public Services S.R.L.,01727860221
Comune di Piazzolo,00727180168,PagoPA SpA,15376371009
Comune di Piazzolo,00727180168,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Piazzolo,00727180168,Maggioli SPA,06188330150
Comune di Piazzolo,00727180168,APKAPPA S.R.L.,08543640158
Comune di Picciano,00230400681,PagoPA SpA,15376371009
Comune di Picciano,00230400681,SO.G.E.T. S.P.A.,01807790686
Comune di Picciano,00230400681,CREDEMTEL SpA,01378570350
Comune di Picciano,00230400681,ITALSET SRL,03890260759
Comune di Picerno,80002250761,PagoPA SpA,15376371009
Comune di Picerno,80002250761,"Unione Italiana delle Camere di Commercio Industria, Artigianato e Agricoltura",01484460587
Comune di Picerno,80002250761,E-Fil S.r.l.,03789750100
Comune di Picerno,80002250761,Regione Basilicata,80002950766
Comune di Picinisco,82000690600,PagoPA SpA,15376371009
Comune di Picinisco,82000690600,eRemind srl – PMPAY,11311050964
Comune di Picinisco,82000690600,P.A. Digitale spa,06628860964
Comune di Picinisco,82000690600,E-Fil S.r.l.,03789750100
Comune di Pico,81003670601,PagoPA SpA,15376371009
Comune di Pico,81003670601,eRemind srl – PMPAY,11311050964
